"DisplayName","CreatedDateTime","AccountEnabled","AppRoleAssignmentRequired","TagList","ReplyUrls","ServicePrincipalType","Id"
"CPIM Service","2026-07-06T03:46:17Z","True","False","","https://*.cpim.windows.net/*,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://rc.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://canary-ms.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://ms.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://preview.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://canary.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com,https://proxy.b2clogin.com/tenantredirect/authresp,https://login.microsoftonline.com/te/tenantredirect/authresp,https://te.cpim.windows.net/tenantredirect/authresp","Application","45a91fc4-391c-49e4-a7e7-59975a2d7ae4"
"O365 LinkedIn Connection","2026-04-20T04:17:08Z","True","False","","","SocialIdp","12d77f8e-9ef1-4d50-ac30-cedf0f2b366c"
"Power Platform Authorization Service PROD","2026-04-20T04:17:07Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource","","Application","79e5057d-4af4-48f5-b659-8f104603cf61"
"Power Platform Connector Management Service - PROD","2026-04-20T04:17:07Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,GitCreatedApp","","Application","b9f70d2e-9350-49c2-a2a7-d0fd6693e5b4"
"Microsoft 365 App Catalog Services","2026-04-20T04:17:07Z","True","False","disableLegacyUserImpersonationResource","","Application","5bfdd719-a707-4e47-93fe-7d6673086211"
"Power Apps Service Data Plane Backend","2026-04-20T04:17:06Z","True","False","","","Application","38a61bf9-1722-4750-acbc-9a6b16695f2d"
"Power Apps Service Customer Management Plane Backend","2026-04-20T04:17:06Z","True","False","","","Application","01e77a1b-8dbf-44bc-a7d7-695f0cd2bb10"
"Microsoft Graph Command Line Tools","2026-04-19T23:41:22Z","True","False","WindowsAzureActiveDirectoryIntegratedApp","ms-appx-web://microsoft.aad.brokerplugin/14d82eec-204b-4c2f-b7e8-296a70dab67e,http://localhost,https://login.microsoftonline.com/common/oauth2/nativeclient","Application","61a50abd-45d1-462b-b5a9-97e9492bc473"
"O365 Demeter","2026-04-17T02:01:29Z","True","False","","https://scu.commerceapi.office.net,https://scuprv.commerceapi.office.net,https://eus.commerceapi.office.net,https://weu.commerceapi.office.net,https://sea.commerceapi.office.net,https://eusprv.commerceapi.office.net,https://neu.commerceapi.office.net,https://eusprv2.commerceapi.office.net,https://eusprv3.commerceapi.office.net,https://aircapi.commerceapi.office.net,https://azuremarketplace.microsoft.com/commercial,https://azuremarketplace.microsoft.com/proposal,https://wus2.commerceapi.office.net,https://eus.commerceapi.officeppe.net,https://commerceapi.officeppe.net,https://commerceapi.office.net/v1/my-org/commercial/getindex,https://aircapi.commerceapi.office.net/v1/my-org/commercial/getindex,https://proposal.microsoft.com/v1/my-org/commercial/getindex,https://publisher-aircapi.1pp.microsoft.com/v1/my-org/commercial/getindex,https://eastus.publisher-aircapi.1pp.microsoft.com,https://westus.publisher-aircapi.1pp.microsoft.com,https://commerceapi.office.net/v1/my-org/proposal/getindex,https://aircapi.commerceapi.office.net/v1/my-org/proposal/getindex,https://aircapi.proposal.microsoft.com/v1/my-org/commercial/getindex,https://aircapi.proposal.microsoft.com/v1/my-org/proposal/getindex,https://proposal.microsoft.com/v1/my-org/proposal/getindex,https://publisher-aircapi.1pp.microsoft.com/v1/my-org/proposal/getindex,https://eusprv.commerceapi.office.net/v1/my-org/commercial/getindex,https://eusprv.commerceapi.office.net/v1/my-org/proposal/getindex,https://eusprv2.commerceapi.office.net/v1/my-org/commercial/getindex,https://eusprv2.commerceapi.office.net/v1/my-org/proposal/getindex,https://eusprv3.commerceapi.office.net/v1/my-org/commercial/getindex,https://eusprv3.commerceapi.office.net/v1/my-org/proposal/getindex,https://scuprv.commerceapi.office.net/v1/my-org/commercial/getindex,https://scuprv.commerceapi.office.net/v1/my-org/proposal/getindex,https://eus.commerceapi.office.net/v1/my-org/commercial/getindex,https://eus.commerceapi.office.net/v1/my-org/proposal/getindex,https://neu.commerceapi.office.net/v1/my-org/commercial/getindex,https://neu.commerceapi.office.net/v1/my-org/proposal/getindex,https://scu.commerceapi.office.net/v1/my-org/commercial/getindex,https://scu.commerceapi.office.net/v1/my-org/proposal/getindex,https://sea.commerceapi.office.net/v1/my-org/commercial/getindex,https://sea.commerceapi.office.net/v1/my-org/proposal/getindex,https://weu.commerceapi.office.net/v1/my-org/commercial/getindex,https://weu.commerceapi.office.net/v1/my-org/proposal/getindex,https://wus2.commerceapi.office.net/v1/my-org/commercial/getindex,https://wus2.commerceapi.office.net/v1/my-org/proposal/getindex,https://eastus.publisher-aircapi.1pp.microsoft.com/v1/my-org/commercial/getindex,https://eastus.publisher-aircapi.1pp.microsoft.com/v1/my-org/proposal/getindex,https://westus.publisher-aircapi.1pp.microsoft.com/v1/my-org/commercial/getindex,https://westus.publisher-aircapi.1pp.microsoft.com/v1/my-org/proposal/getindex","Application","ff1565da-3dfa-4047-be91-749f9e9b9c30"
"M365 App Management Service","2026-04-17T02:01:28Z","True","False","","","Application","f8a07754-967a-4724-9bda-7b82662b6549"
"M365AdminAgent","2026-04-17T02:01:28Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,GitCreatedApp","https://token.botframework.com/.auth/web/redirect","Application","0ee384b0-ca3f-4ac9-8a8b-ed50424469ec"
"Defender for Cloud Apps - Microsoft Copilot Collector","2026-02-11T02:32:29Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,GitCreatedApp","","Application","873bfd9e-acaf-48ec-91d0-5cbd38a60456"
"Safelinks","2026-01-10T06:04:00Z","True","False","","","Application","5052abeb-c880-4a7a-978d-ac320ea50669"
"Azure Resource Graph","2025-10-25T14:11:34Z","True","False","disableLegacyUserImpersonationResource,disableLegacyUserImpersonationClient","https://arg.management.azure.com","Application","04d38233-9e87-4faa-bd36-f086654c20c0"
"PPE-DataResidencyService","2025-10-16T05:32:51Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,GitCreatedApp","","Application","95633809-a285-4c8c-9e47-2a8b19fd6518"
"Microsoft People Cards Service","2025-10-02T03:52:35Z","True","False","disableAcceptingTenantedPassthroughTokens,disableRequestingTenantedPassthroughTokens,disableLegacyUserImpersonationResource,disableLegacyUserImpersonationClient","https://lam.loki.delve.office.com/linkedInAuthRedirect.aspx,https://apc.loki.delve.office.com/linkedInAuthRedirect.aspx,https://eur.loki.delve.office.com/linkedInAuthRedirect.aspx,https://msit.loki.delve.office.com/linkedInAuthRedirect.aspx,https://df.loki.delve.office.com/linkedInAuthRedirect.aspx,https://nam.loki.delve.office.com/linkedInAuthRedirect.aspx,https://loki.delve.office.com/linkedinauthredirect.aspx","Application","a13a51c6-04d8-4b42-8282-e04cebe7535b"
"Defender for Cloud Apps - Power Platform Solution Deployer","2025-09-03T23:53:31Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,GitCreatedApp","","Application","9798ab66-2d97-4340-8f26-8a842a590985"
"MDA LCNC Power Platform Security Webhooks","2025-09-03T17:09:15Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,GitCreatedApp","","Application","2f5e47c0-1c43-4a55-9ce1-2318fe0dc2c1"
"Narada Notification Service","2025-09-01T09:02:33Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,GitCreatedApp","","Application","6e586165-c96c-4ae1-b920-0e2a2e97a971"
"Dynamics 365 Viva Sales","2025-07-08T03:56:04Z","True","False","","","Application","29fb5fa8-441e-437c-bbe7-6609d742a91c"
"AADReporting","2025-07-03T19:06:36Z","True","False","","https://reportingservice.activedirectory.windowsazure.com/","Application","7e2c0543-53fe-4445-b5b0-2e3c09b8bad9"
"Microsoft password reset service","2025-07-03T19:06:31Z","True","False","","","Application","b816b4d6-3a06-4dd6-af39-cf04bf20c8a6"
"M365 License Manager","2025-07-03T19:06:26Z","True","False","","https://admin.microsoft.com","Application","57ab2a13-5721-48d2-8997-840f240d46fe"
"Office MRO Device Manager Service","2025-07-03T19:06:25Z","True","False","","","Application","fa7c61d9-f019-4137-8e83-c7555d6caca9"
"CABProvisioning","2025-07-03T19:06:23Z","True","False","disableLegacyUserImpersonationResource","","Application","68098ff8-8ff9-4952-a418-b0a5bd1b859f"
"Exchange Rbac","2025-07-03T19:06:23Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource","","Application","de086e8a-e47f-42f8-9f3e-b94c249920f8"
"SubscriptionRP","2025-07-03T19:06:23Z","True","False","disableLegacyUserImpersonationResource","","Application","03a58440-5498-44df-bc3f-128090c21d76"
"M365 Admin Services","2025-07-03T19:06:22Z","True","False","","","Application","d13de59c-b1e1-4dc3-a244-b0024e28ac59"
"Azure Portal","2025-07-03T19:06:19Z","True","False","","https://lkg.portal.azure.com/signin/index/,https://lkg.portal.azure.com/signin/validatesession/,https://swiftlet.portal.azure.com/signin/validatesession/,https://swiftlet.portal.azure.com/signin/index/,https://rc.portal.azure.com/signin/validatesession/,https://rc.portal.azure.com/signin/index/,https://rc-swiftlet.portal.azure.com/signin/validatesession/,https://rc-swiftlet.portal.azure.com/signin/index/,https://rc-m365multitenantmanagement.portal.azure.com/signin/validatesession/,https://rc-m365multitenantmanagement.portal.azure.com/signin/index/,https://rc-intuneeducation.portal.azure.com/signin/validatesession/,https://rc-intuneeducation.portal.azure.com/signin/index/,https://rc-devicemanagement.portal.azure.com/signin/validatesession/,https://rc-devicemanagement.portal.azure.com/signin/index/,https://rc-aad.portal.azure.com/signin/validatesession/,https://rc-aad.portal.azure.com/signin/index/,https://preview.portal.azure.com/signin/validatesession/,https://preview.portal.azure.com/signin/index/,https://portal.azure.com/signin/validatesession/,https://portal.azure.com/signin/index/,https://oms.portal.azure.com/signin/validatesession/,https://oms.portal.azure.com/signin/index/,https://ms.portal.azure.com/signin/validatesession/,https://ms.portal.azure.com/signin/index/,https://m365multitenantmanagement.portal.azure.com/signin/validatesession/,https://m365multitenantmanagement.portal.azure.com/signin/index/,https://intuneeducation.portal.azure.com/signin/validatesession/,https://intuneeducation.portal.azure.com/signin/index/,https://fujitsu.portal.azure.com/signin/validatesession/,https://fujitsu.portal.azure.com/signin/index/,https://endpoint.microsoft.com/signin/validatesession/,https://endpoint.microsoft.com/signin/index/,https://devicemanagement.portal.azure.com/signin/validatesession/,https://devicemanagement.portal.azure.com/signin/index/,https://devicemanagement.microsoft.com/signin/validatesession/,https://devicemanagement.microsoft.com/signin/index/,https://canary.portal.azure.com/signin/validatesession/,https://canary.portal.azure.com/signin/index/,https://canary-swiftlet.portal.azure.com/signin/validatesession/,https://canary-swiftlet.portal.azure.com/signin/index/,https://canary-ms.portal.azure.com/signin/validatesession/,https://canary-ms.portal.azure.com/signin/index/,https://canary-m365multitenantmanagement.portal.azure.com/signin/validatesession/,https://canary-m365multitenantmanagement.portal.azure.com/signin/index/,https://canary-intuneeducation.portal.azure.com/signin/validatesession/,https://canary-intuneeducation.portal.azure.com/signin/index/,https://canary-endpoint.microsoft.com/signin/validatesession/,https://canary-endpoint.microsoft.com/signin/index/,https://canary-devicemanagement.portal.azure.com/signin/validatesession/,https://canary-devicemanagement.portal.azure.com/signin/index/,https://canary-aad.portal.azure.com/signin/validatesession/,https://canary-aad.portal.azure.com/signin/index/,https://backup.portal.azure.com/signin/validatesession/,https://backup.portal.azure.com/signin/index/,https://aad.portal.azure.com/signin/validatesession/,https://aad.portal.azure.com/signin/index/,https://canary-stateofthepossible.portal.azure.com/signin/index/,https://rc-stateofthepossible.portal.azure.com/signin/index/,https://stateofthepossible.portal.azure.com/signin/index/,https://lighthouse.microsoft.com/signin/validatesession/,https://lighthouse.microsoft.com/signin/index/,https://rc-vlcentral.portal.azure.com/signin/index/,https://rc-vlcentral.portal.azure.com/signin/validatesession/,https://rc-onefleet.portal.azure.com/signin/validatesession/,https://rc-onefleet.portal.azure.com/signin/index/,https://vlcentral.portal.azure.com/signin/validatesession/,https://vlcentral.portal.azure.com/signin/index/,https://vlcentral.microsoft.com/signin/validatesession/,https://vlcentral.microsoft.com/signin/index/,https://ms.portal.azure.com/,https://entra.microsoft.com/signin/index/,https://canary.entra.microsoft.com/signin/index/,https://rc.portal.azure.com/,https://rc-e360.portal.azure.com/signin/index/,https://rc-e360.portal.azure.com/signin/validatesession/,https://atm.portal.azure.com/signin/index/,https://atm.portal.azure.com/signin/validatesession/,https://portal.azure.com/,https://canary.portal.azure.com/,https://rc-msfoundry.portal.azure.com/signin/validatesession/,https://rc-msfoundry.portal.azure.com/signin/index/,https://msfoundry.portal.azure.com/signin/index/,https://msfoundry.portal.azure.com/signin/validatesession/,https://rc-engagehub.portal.azure.com/signin/index/,https://rc-engagehub.portal.azure.com/signin/validatesession/,https://engagehub.portal.azure.com/signin/index/,https://engagehub.portal.azure.com/signin/validatesession/,https://intune.microsoft.com/signin/index/,https://canary-intune.microsoft.com/signin/index/,https://rc.portal.azure.com/auth/login/,https://canary-ms.portal.azure.com/auth/login/,https://rc.engagehub.microsoft.com/signin/index/,https://rc.engagehub.microsoft.com/signin/validatesession/,https://engagehub.microsoft.com/signin/index/,https://engagehub.microsoft.com/signin/validatesession/,https://rc-solutions.portal.azure.com/signin/index/,https://rc-solutions.portal.azure.com/signin/validatesession/,https://ms.portal.azure.com/auth/login/,https://portal.azure.com/auth/login/,https://preview.portal.azure.com/auth/login/,https://canary.portal.azure.com/auth/login/,https://rc-entra.portal.azure.com/signin/index/,https://rc-entra.portal.azure.com/signin/validatesession/,https://canary-entra.portal.azure.com/signin/index/,https://canary-entra.portal.azure.com/signin/validatesession/,https://intune.microsoft.com/,https://canary-intune.microsoft.com/,https://entra.microsoft.com/,https://canary.entra.microsoft.com/,https://preview.portal.azure.com/,https://canary-ms.portal.azure.com/,https://rc-devicemanagement.portal.azure.com/,https://rc-vlcentral.portal.azure.com/,https://rc.engagehub.microsoft.com/,https://rc-intuneeducation.portal.azure.com/,https://devicemanagement.portal.azure.com/,https://vlcentral.portal.azure.com/,https://intuneeducation.portal.azure.com/,https://rc-onefleet.portal.azure.com/,https://engagehub.microsoft.com/,https://engagehub.portal.azure.com/,https://rc-engagehub.portal.azure.com/,https://canary-intuneeducation.portal.azure.com/,https://canary-vlcentral.portal.azure.com/signin/validatesession/,https://canary-vlcentral.portal.azure.com/signin/index/,https://canary-vlcentral.portal.azure.com/,https://engagecenter.microsoft.com/signin/index/,https://engagecenter.microsoft.com/signin/validatesession/,https://rc.engagecenter.microsoft.com/signin/validatesession/,https://rc.engagecenter.microsoft.com/signin/index/,https://engagecenter.microsoft.com/,https://rc.engagecenter.microsoft.com/,https://solutions.portal.azure.com/signin/index/,https://solutions.portal.azure.com/signin/validatesession/,https://solutions.portal.azure.com/,https://rc-datacenter.portal.azure.com/signin/index/,https://rc-datacenter.portal.azure.com/signin/validatesession/,https://datacenter.portal.azure.com/signin/index/,https://datacenter.portal.azure.com/signin/validatesession/,https://rc-icm.portal.azure.com/signin/index/,https://rc-icm.portal.azure.com/signin/validatesession/,https://icm.portal.azure.com/signin/index/,https://icm.portal.azure.com/signin/validatesession/,https://rc-qualityhub.portal.azure.com/signin/index/,https://rc-qualityhub.portal.azure.com/signin/validatesession/,https://qualityhub.portal.azure.com/signin/index/,https://qualityhub.portal.azure.com/signin/validatesession/,https://rc-datacenter.portal.azure.com/,https://datacenter.portal.azure.com/,https://rc-icm.portal.azure.com/,https://icm.portal.azure.com/,https://rc-qualityhub.portal.azure.com/,https://qualityhub.portal.azure.com/,https://rc-startups.portal.azure.com/signin/index/,https://rc-startups.portal.azure.com/signin/validatesession/,https://startups.portal.azure.com/signin/index/,https://startups.portal.azure.com/signin/validatesession/,https://rc-startups.portal.azure.com/,https://startups.portal.azure.com/,https://rc-vlcentral.portal.azure.com/auth/login/,https://rc.engagehub.microsoft.com/auth/login/,https://rc-intuneeducation.portal.azure.com/auth/login/,https://rc.engagecenter.microsoft.com/auth/login/,https://rc-onefleet.portal.azure.com/auth/login/,https://rc-engagehub.portal.azure.com/auth/login/,https://aad.portal.azure.com/,https://aad.portal.azure.com/auth/login/,https://vlcentral.microsoft.com/,https://vlcentral.microsoft.com/auth/login/,https://lighthouse.microsoft.com/,https://lighthouse.microsoft.com/auth/login/,https://lkg.portal.azure.com/,https://lkg.portal.azure.com/auth/login/,https://oms.portal.azure.com/,https://oms.portal.azure.com/auth/login/,https://m365multitenantmanagement.portal.azure.com/,https://m365multitenantmanagement.portal.azure.com/auth/login/,https://canary-aad.portal.azure.com/,https://canary-aad.portal.azure.com/auth/login/,https://canary-endpoint.microsoft.com/,https://canary-endpoint.microsoft.com/auth/login/,https://atm.portal.azure.com/,https://atm.portal.azure.com/auth/login/,https://canary-devicemanagement.portal.azure.com/,https://canary-devicemanagement.portal.azure.com/auth/login/,https://stateofthepossible.portal.azure.com/,https://stateofthepossible.portal.azure.com/auth/login/,https://fujitsu.portal.azure.com/,https://fujitsu.portal.azure.com/auth/login/,https://intune.microsoft.com/auth/login/,https://canary-intune.microsoft.com/auth/login/,https://entra.microsoft.com/auth/login/,https://canary.entra.microsoft.com/auth/login/,https://rc-devicemanagement.portal.azure.com/auth/login/,https://devicemanagement.portal.azure.com/auth/login/,https://vlcentral.portal.azure.com/auth/login/,https://intuneeducation.portal.azure.com/auth/login/,https://engagehub.microsoft.com/auth/login/,https://engagehub.portal.azure.com/auth/login/,https://canary-intuneeducation.portal.azure.com/auth/login/,https://canary-vlcentral.portal.azure.com/auth/login/,https://engagecenter.microsoft.com/auth/login/,https://solutions.portal.azure.com/auth/login/,https://rc-datacenter.portal.azure.com/auth/login/,https://datacenter.portal.azure.com/auth/login/,https://rc-icm.portal.azure.com/auth/login/,https://icm.portal.azure.com/auth/login/,https://rc-qualityhub.portal.azure.com/auth/login/,https://qualityhub.portal.azure.com/auth/login/,https://rc-startups.portal.azure.com/auth/login/,https://startups.portal.azure.com/auth/login/","Application","14dae1c5-9f3e-4708-aea0-66b6b1487343"
"My Apps","2025-07-03T19:06:16Z","True","False","","https://myapps.microsoft.com,https://myapplications.microsoft.com,x-msauth-MyApplications://com.microsoft.MyApplications,msauth://com.myapps/e%2fwWXNjQurk5S5P0EkZaIvjcMps%3d,https://myapplications.microsoft.com/api/signin-oidc,https://launcher.myapps.microsoft.com,https://launcher.myapps.microsoft.com/api/signin-oidc,https://myapplications.microsoft.com/blank.html,https://myapps.microsoft.com/blank.html,https://launcher.myapps.microsoft.com/api/passwordsso","Application","bb9e3196-19cd-481c-85ca-d6e480ce3ccc"
"Office365 Shell WCSS-Server Default","2025-07-03T19:06:14Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,disableAcceptingTenantedPassthroughTokens,disableRequestingTenantedPassthroughTokens","","Application","57ff8481-aa60-4691-9917-e657fda4cbe7"
"Office365 Shell SS-Server Default","2025-07-03T19:06:11Z","True","False","disableLegacyUserImpersonationClient,disableLegacyUserImpersonationResource,disableAcceptingTenantedPassthroughTokens,disableRequestingTenantedPassthroughTokens","","Application","bfde9c05-e4fa-4e1b-a990-0915ab00056d"
