"PSComputerName","RunspaceId","PSShowComputerName","ActionSuccess","AdditionalActionsBitMask","AMProductVersion","CleaningActionID","CurrentThreatExecutionStatusID","DetectionID","DetectionSourceTypeID","DomainUser","InitialDetectionTime","LastThreatStatusChangeTime","ProcessName","RemediationTime","Resources","ThreatID","ThreatStatusErrorCode","ThreatStatusID"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{9AFA3491-AEB6-4159-8021-64CD88D6DC5B}","3","PROTEUS\Bitpusher","2024-08-02 00:30:30","2024-08-02 00:30:46","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-02 00:30:46","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{A1FB7F34-8B74-4199-953D-A0CC9F477FAC}","3","PROTEUS\Bitpusher","2025-08-13 08:09:48","2025-08-13 08:10:01","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:10:01","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{B563304F-EF2C-442F-95BD-CB4E4DFA52B7}","3","PROTEUS\Bitpusher","2025-08-13 08:05:42","2025-08-13 08:05:50","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:05:50","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{B7FA86D5-2336-4CDB-8458-01CED464321F}","3","NT AUTHORITY\SYSTEM","2026-04-26 20:26:14","2026-04-26 20:26:28","C:\Program Files (x86)\Backblaze\x64\bztransmit64.exe","2026-04-26 20:26:28","System.String[]","2147740775","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{BF8C6572-FD6E-4282-9FC3-FF9E54B05003}","3","PROTEUS\Bitpusher","2025-06-02 17:20:18","2025-06-02 17:20:42","C:\temp\nuclei_3.4.4_windows_amd64-v3.4.4\nuclei.exe","2025-06-02 17:20:42","System.String[]","2147940541","-2142207965","103"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{C1A9C248-E982-44A4-803B-8542CD473DD3}","3","PROTEUS\Bitpusher","2024-08-01 23:35:12","2024-08-01 23:35:24","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-01 23:35:24","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{C55FBAED-D189-4E81-97EB-42D40C0BBA2C}","3","PROTEUS\Bitpusher","2024-08-02 07:32:14","2024-08-02 07:32:20","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2024-08-02 07:32:20","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{C756FAF4-3657-48E7-BB44-36D736EC7B73}","3","PROTEUS\Bitpusher","2025-08-13 07:55:18","2025-08-13 07:55:31","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 07:55:31","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{D3EA0A9B-F1A5-40D6-A724-F334512AA940}","3","PROTEUS\Bitpusher","2025-08-13 08:15:24","2025-08-13 08:15:37","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:15:37","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{DEF60E13-2F16-4FC9-947F-44450CD617F9}","3","PROTEUS\Bitpusher","2024-08-02 00:25:50","2024-08-02 00:26:02","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-02 00:26:02","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{E1EF745C-209F-44A8-8847-8112AFE97CAB}","3","PROTEUS\Bitpusher","2025-08-13 07:54:09","2025-08-13 07:54:21","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 07:54:21","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{EB7AED71-384B-46ED-B352-74BE91FE462F}","3","PROTEUS\Bitpusher","2024-08-02 03:20:43","2024-08-02 03:20:58","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-02 03:20:58","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{05247997-5D9C-4AEA-BB87-892FB54FB76D}","3","PROTEUS\Bitpusher","2024-08-02 04:20:44","2024-08-02 04:20:59","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-02 04:20:59","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{05894086-FCAA-4A69-94A8-59E323D1B398}","3","PROTEUS\Bitpusher","2025-08-13 08:17:03","2025-08-13 08:17:16","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:17:16","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{092943E0-ED74-4843-9E16-546F0F88F800}","3","PROTEUS\Bitpusher","2025-08-13 07:57:11","2025-08-13 07:57:23","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 07:57:23","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{12CCC83D-FD0E-4A09-9871-9E641F15AB51}","3","PROTEUS\Bitpusher","2024-11-26 19:55:36","2024-11-26 19:55:44","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2024-11-26 19:55:44","System.String[]","2147910762","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{137FF13D-320A-4286-BB68-DBDB9007EB73}","3","PROTEUS\Bitpusher","2025-10-20 16:40:48","2025-10-20 16:41:04","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2025-10-20 16:41:04","System.String[]","2147910762","-2142207965","103"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{19D1A7AB-D932-452A-AA6B-B4B60906847F}","3","PROTEUS\Bitpusher","2025-08-13 07:57:52","2025-08-13 07:58:04","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 07:58:04","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{1EA9F03D-D820-4D0C-8819-D89FEDAD200D}","3","PROTEUS\Bitpusher","2024-08-03 13:08:25","2024-08-03 13:08:42","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2024-08-03 13:08:42","System.String[]","2147910762","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{1EC0247F-037F-486B-91A3-98128C1B47FA}","3","PROTEUS\Bitpusher","2024-07-29 21:54:11","2024-07-29 21:54:31","C:\Windows\explorer.exe","2024-07-29 21:54:31","System.String[]","2147740779","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{2488DDF3-3BEC-42C8-B2D6-178B90EE5B10}","3","PROTEUS\Bitpusher","2026-02-18 22:20:38","2026-02-19 21:53:23","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2026-02-19 21:53:23","System.String[]","2147910578","0","106"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{43F97CD6-C4B2-4595-B194-585305CD2768}","3","PROTEUS\Bitpusher","2024-08-01 23:25:30","2024-08-01 23:25:42","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-01 23:25:42","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{49F7BFE0-20A9-4514-A946-54CCFD100692}","3","PROTEUS\Bitpusher","2025-08-13 08:10:02","2025-08-13 08:10:15","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:10:15","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{4CCED259-B4BF-4B3F-8846-6954EB921633}","3","PROTEUS\Bitpusher","2025-08-13 08:08:02","2025-08-13 08:08:10","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:08:10","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{53CE9256-7759-47CF-83FD-67AEF6A10496}","3","PROTEUS\Bitpusher","2024-08-01 16:20:31","2024-08-01 16:20:46","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-01 16:20:46","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{5AF6A637-C2AD-40DA-B37A-A53CEEAF9B27}","3","PROTEUS\Bitpusher","2024-08-01 23:50:39","2024-08-01 23:50:54","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-01 23:50:54","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{68C750C1-AEE4-45F4-85CD-24E6CB3CFB44}","3","PROTEUS\Bitpusher","2025-08-13 07:54:51","2025-08-13 07:55:03","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 07:55:03","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{6C28EF0A-5654-4495-B4AB-1432BF66F7D2}","3","PROTEUS\Bitpusher","2025-08-13 08:10:59","2025-08-13 08:11:13","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:11:13","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{76DCA603-1EB8-4F22-B605-80D1484D4725}","3","PROTEUS\Bitpusher","2025-08-13 08:14:35","2025-08-13 08:14:41","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:14:41","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{7906887B-5FAF-4287-95D4-5171C90D4897}","3","PROTEUS\Bitpusher","2026-02-18 22:20:32","2026-02-18 22:20:51","D:\Dolos\Dropbox\app\unison\bin\unison-gui.exe","2026-02-18 22:20:51","System.String[]","2147910578","-2142207965","103"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{7CA23216-1041-4319-8BBB-F5984337B246}","3","PROTEUS\Bitpusher","2026-02-18 21:49:45","2026-02-18 21:50:15","D:\Dolos\Dropbox\app\unison\bin\unison-gui.exe","2026-02-18 21:50:15","System.String[]","2147910578","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","3","1","{7D22883D-FEB1-4AA4-91D7-E925DE313B47}","3","PROTEUS\Bitpusher","2024-10-09 21:34:04","2024-10-09 21:34:09","C:\Users\Bitpusher\AppData\Local\Programs\Python\Python312\python.exe","2024-10-09 21:34:09","System.String[]","2147921985","0","4"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{7F4701E7-57E7-4E3F-B02F-5044306EE816}","3","PROTEUS\Bitpusher","2025-10-02 21:54:52","2025-10-02 21:55:15","D:\Dolos\Dropbox\app\Everything\Everything64.exe","2025-10-02 21:55:15","System.String[]","2147729042","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{828833DB-6DF5-4D6F-AEDC-29B3B67049AE}","3","PROTEUS\Bitpusher","2024-08-01 18:20:41","2024-08-01 18:20:49","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2024-08-01 18:20:49","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{984BD5FB-0533-4DF5-B178-F1812240B6FD}","3","PROTEUS\Bitpusher","2024-07-03 08:26:10","2024-07-03 08:26:22","V:\Dropbox\app\unison\bin\unison.exe","2024-07-03 08:26:22","System.String[]","2147895046","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{A6AF680B-E808-428C-A557-3C84BDC8936C}","3","PROTEUS\Bitpusher","2025-08-13 08:02:55","2025-08-13 08:03:00","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:03:00","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{A7086306-A41D-4D1E-B6F8-7C2F447C2004}","3","PROTEUS\Bitpusher","2025-08-13 08:07:48","2025-08-13 08:07:56","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2025-08-13 08:07:56","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{B0E35E42-5FE0-4B55-B2FD-CFBAAECBDA37}","3","PROTEUS\Bitpusher","2025-08-13 07:52:51","2025-08-13 07:52:56","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 07:52:56","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{B2B2EA54-D2E7-44E3-B881-7D58C34C104A}","3","PROTEUS\Bitpusher","2024-08-01 22:38:21","2024-08-01 22:38:31","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2024-08-01 22:38:31","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{B4813D32-CB3E-49BC-AB24-0FF69DC04587}","3","PROTEUS\Bitpusher","2025-08-13 08:07:20","2025-08-13 08:07:28","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:07:28","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{B4EEFB1B-2DA6-427E-A57F-8F22011D8B71}","3","PROTEUS\Bitpusher","2024-08-03 13:07:48","2024-08-03 13:08:02","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-03 13:08:02","System.String[]","2147910762","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{BFDFBAF1-C265-460F-BD58-B547B0733C06}","3","PROTEUS\Bitpusher","2025-08-13 15:01:54","2025-08-13 15:02:09","C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2504.62.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe","2025-08-13 15:02:09","System.String[]","2147519003","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{D4C329DB-A595-49A4-9AF4-C30732DEA1F0}","3","PROTEUS\Bitpusher","2025-08-13 07:58:27","2025-08-13 07:58:34","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 07:58:34","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{08D72D74-FF3A-4234-A8D5-25A7FC6AA8E3}","3","PROTEUS\Bitpusher","2024-07-03 07:19:41","2024-07-03 07:19:59","V:\Dropbox\app\unison\bin\unison.exe","2024-07-03 07:19:59","System.String[]","240849","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{13331DD8-7313-469F-A8D5-113E6BD2BD8C}","3","PROTEUS\Bitpusher","2026-03-19 16:26:52","2026-03-19 16:27:31","V:\Dolos\Dropbox\app\FreeFileSync_Donation_Edition_Portable\Bin\FreeFileSync_x64.exe","2026-03-19 16:27:31","System.String[]","2147898205","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{1C2C165B-DC34-4B11-A090-9DE004180049}","3","PROTEUS\Bitpusher","2025-08-13 08:01:39","2025-08-13 08:01:52","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:01:52","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{21C25905-CFA3-44CD-83FA-87745F211E58}","3","PROTEUS\Bitpusher","2024-08-01 23:25:16","2024-08-01 23:25:22","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-01 23:25:22","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{288983E5-C8C0-4585-8470-2F22EE53D96A}","3","PROTEUS\Bitpusher","2024-08-02 07:55:24","2024-08-02 07:55:35","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-02 07:55:35","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{31038E8F-5927-44C5-B921-290080676526}","3","PROTEUS\Bitpusher","2025-10-20 16:39:22","2025-10-20 16:39:38","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2025-10-20 16:39:38","System.String[]","2147910762","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{36DE3110-7710-4759-B820-70050AC98678}","3","PROTEUS\Bitpusher","2025-07-07 19:35:10","2025-07-07 19:35:39","C:\Windows\explorer.exe","2025-07-07 19:35:39","System.String[]","2147838408","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{3781EA14-808C-4D91-81E3-CB370B8BA9F6}","3","PROTEUS\Bitpusher","2025-08-13 08:06:11","2025-08-13 08:06:19","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:06:19","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{4B3F11A2-49D0-410C-A9A9-60C9DCD19581}","3","PROTEUS\Bitpusher","2025-08-13 08:16:41","2025-08-13 08:16:48","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2025-08-13 08:16:48","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{4B71B660-74F9-40A4-A930-68DC3322BED8}","3","PROTEUS\Bitpusher","2024-11-26 18:59:51","2024-11-26 19:00:04","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-11-26 19:00:04","System.String[]","2147740779","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{4E4B2FBE-C9CE-4CC2-8CCE-E59544446352}","3","NT AUTHORITY\SYSTEM","2026-04-26 20:26:49","2026-04-26 20:27:04","C:\Program Files (x86)\Backblaze\x64\bztransmit64.exe","2026-04-26 20:27:04","System.String[]","2147742191","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{53191970-5299-45F6-A924-E69BCD474BFF}","3","PROTEUS\Bitpusher","2024-08-02 03:50:52","2024-08-02 03:50:58","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2024-08-02 03:50:58","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{71AA5B8B-3DC3-4933-A023-E3404CF36B21}","3","PROTEUS\Bitpusher","2024-10-08 09:13:03","2024-10-08 09:13:22","D:\Dolos\Dropbox\app\unison\bin\unison-gui.exe","2024-10-08 09:13:22","System.String[]","2147910762","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{849BDC50-4CA2-42F9-BAD8-BFFD63312747}","3","PROTEUS\Bitpusher","2025-08-13 08:16:49","2025-08-13 08:17:02","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2025-08-13 08:17:02","System.String[]","2147946580","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{92EE4227-C310-48EC-958E-3B4EBEAC7CDE}","3","PROTEUS\Bitpusher","2026-02-16 12:08:32","2026-02-16 12:08:53","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2026-02-16 12:08:53","System.String[]","2147836614","-2142207965","103"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{9F7601D8-FBFF-45C8-B730-CCF3E1416C16}","3","PROTEUS\Bitpusher","2024-08-01 22:20:38","2024-08-01 22:20:53","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-01 22:20:53","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{A73BFA3E-C43B-466E-808A-27C9FE102955}","3","PROTEUS\Bitpusher","2026-02-16 12:08:15","2026-02-16 12:08:40","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2026-02-16 12:08:40","System.String[]","2147836614","0","7"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{AD602522-F596-40C5-B3AE-0C7FB4A14811}","3","PROTEUS\Bitpusher","2024-08-01 22:31:42","2024-08-01 22:31:48","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-01 22:31:48","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{AE02F174-A88A-4733-BDC0-BB16DA8B4613}","3","PROTEUS\Bitpusher","2024-08-02 05:20:45","2024-08-02 05:21:00","D:\Dolos\Dropbox\app\unison\bin\unison.exe","2024-08-02 05:21:00","System.String[]","2147725326","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","2","1","{C42E8BCD-9834-4A93-A708-2FE6B6284F7A}","3","PROTEUS\Bitpusher","2025-12-22 15:18:54","2025-12-22 15:19:13","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2025-12-22 15:19:13","System.String[]","2147844607","0","3"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","2","{C8A60C9E-A3CE-4C89-828F-C14326DBB17E}","3","PROTEUS\Bitpusher","2025-10-14 08:52:32","2025-10-18 19:26:06","C:\Program Files\PowerShell\7\pwsh.exe","2025-10-18 19:26:06","System.String[]","304861","0","106"
"localhost","739ef21e-5429-4944-9db2-b251b2e12366","False","True","0","4.18.26060.3008","9","1","{D9BC152C-6A0A-41FE-92C9-BACDFD3F35DC}","3","PROTEUS\Bitpusher","2024-07-08 07:03:12","2024-07-08 07:03:26","C:\Program Files (x86)\Dropbox\Client\Dropbox.exe","2024-07-08 07:03:26","System.String[]","240849","0","7"
