"Filter","Operation","LogicalOperationName","NotificationEnabled","NotifyUser","Severity","Threshold","VolumeThreshold","ExternalScenarioData","TimeWindow","NotifyUserOnFilterMatch","MergedRuleXml","StreamType","ThreatType","PrivacyManagementScopedSensitiveInformationTypes","PrivacyManagementScopedSensitiveInformationTypesForCounting","PrivacyManagementScopedSensitiveInformationTypesThreshold","AlertBy","AlertFor","AlertScenario","Scenario","NotifyUserThrottleThreshold","NotifyUserThrottleWindow","NotifyUserSuppressionExpiryDate","NotificationCulture","AlertOverrideChangedUtc","AggregationType","Category","IsSystemRule","TagFilter","UserTags","RecipientTags","SenderTags","CustomProperties","UseCreatedDateTime","CorrelationPolicyId","ReadOnly","ErrorMetadata","ExternalIdentity","ImmutableId","Priority","Workload","Policy","Comment","Disabled","Mode","ObjectVersion","MaximumBlobRuleLength","CreatedBy","LastModifiedBy","Guid","Identity","Id","IsValid","ExchangeVersion","Name","DistinguishedName","ObjectCategory","ObjectClass","WhenChanged","WhenCreated","WhenChangedUTC","WhenCreatedUTC","ExchangeObjectId","OrganizationalUnitRoot","OrganizationId","OriginatingServer","ObjectState"
"Message.Verdict -eq 'Block'",,,"True","TenantAdmins","High","1",,,,"False",,"None","MailFlow",,,,,,"MailFlow","MailFlowProtectionAlert",,,,,,"CustomAggregation","MailFlow","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","ce504573-4841-4e45-81e2-21e8a11ba221","0","AuditAlerting","497d08c4-ecce-4a94-b8f4-bcce7de01389","This alert is triggered when a reply-all storm is detected and at least one reply-all to the mail thread has been blocked. See the Reply-all Storm Protection mail flow report for more information. -V1.0.0.0","False","Enforce","6aa46134-3d29-4158-ea13-08dd57f8443f","0","","","ce504573-4841-4e45-81e2-21e8a11ba221","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Reply-all storm detected","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Reply-all storm detected","True","0.20 (15.0.0.0)","Reply-all storm detected","CN=Reply-all storm detected,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2025-02-28 05:03:16","2025-02-28 05:03:16","2025-02-28 13:03:16","2025-02-28 13:03:16","ce504573-4841-4e45-81e2-21e8a11ba221","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Mail.IsSystemZappedMalware -eq 1 -and (-not (Mail.Recipients.Tags -like 'hve')) -and (-not (Mail.Sender.Tags -like 'hve')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'PhishEdu')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'SecOps')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'ThirdPartyFiltering')) -and ((Mail.IsGenericZapped -ne 1) -and (Mail.IsGenericZapped -ne 0)) -and ((Mail.IsCampaignZapped -ne 1) -and (Mail.IsCampaignZapped -ne 0))",,,"False","TenantAdmins","Informational",,,,,"False",,"Mail","Malware",,,,,,"Protection","ProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","0179b3f7-3fda-40c3-8f24-278563978dbb","0","AuditAlerting","b7d4272b-96c3-4514-b9bd-e4d4c051d162","Emails with malware that were delivered and later removed -V1.0.0.8","False","Enforce","c9a60534-840b-4d0a-2057-08daa82ae9e2","0","","","0179b3f7-3fda-40c3-8f24-278563978dbb","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email messages containing malware removed after delivery","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email messages containing malware removed after delivery","True","0.20 (15.0.0.0)","Email messages containing malware removed after delivery","CN=Email messages containing malware removed after delivery,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:29","2022-10-06 23:12:29","2022-10-07 06:12:29","2022-10-07 06:12:29","0179b3f7-3fda-40c3-8f24-278563978dbb","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"(Mail.IsMailZAPSuccessful -eq 1) -and Mail.IsSystemZappedByURLs -eq 1 -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'PhishEdu')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'SecOps')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'ThirdPartyFiltering')) -and (Mail.IsCampaignZapped -ne 1)",,,"False","TenantAdmins","Informational",,,,,"False",,"Mail","Malicious",,,,,,"Protection","ProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","8e6ba277-ef39-404e-aaf1-294f6d9a2b88","0","AuditAlerting","435ca8f9-fb3b-4514-9bec-52fed47d84f9","Emails with malicious URL that were delivered and later removed -V1.0.0.3","False","Enforce","d8044c6a-a879-4354-ba25-08daa82af066","0","","","8e6ba277-ef39-404e-aaf1-294f6d9a2b88","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email messages containing malicious URL removed after delivery​","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email messages containing malicious URL removed after delivery​","True","0.20 (15.0.0.0)","Email messages containing malicious URL removed after delivery​","CN=Email messages containing malicious URL removed after delivery​,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:40","2022-10-06 23:12:40","2022-10-07 06:12:40","2022-10-07 06:12:40","8e6ba277-ef39-404e-aaf1-294f6d9a2b88","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"UserRestrictedByDistributingForms",,"True","TenantAdmins","High",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","f86c81d5-272e-4825-a957-366e964f702c","0","AuditAlerting","29af60e8-9eae-4962-ba2e-a030fc6f7661","Microsoft Forms identified repeated phishing attempts by a user in your tenant. This user is now blocked from sharing forms and collecting responses. -V1.0.0.2","False","Enforce","93829752-7733-415c-8a4b-08daa82aefef","0","","","f86c81d5-272e-4825-a957-366e964f702c","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/User restricted from sharing forms and collecting responses","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/User restricted from sharing forms and collecting responses","True","0.20 (15.0.0.0)","User restricted from sharing forms and collecting responses","CN=User restricted from sharing forms and collecting responses,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:39","2022-10-06 23:12:39","2022-10-07 06:12:39","2022-10-07 06:12:39","f86c81d5-272e-4825-a957-366e964f702c","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"(Activity.SubmissionType -eq 'Phish') -or (Activity.SubmissionType -eq 'Malware')","UserSubmission",,"False","TenantAdmins","Low",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","b26a5770-0c38-434a-9380-3a3c2c27bbb3","0","AuditAlerting","d326019d-b122-450c-a96e-de82aaf46ab9","This alert is triggered when any email message is reported as malware or phish by users -V1.0.0.3","False","Enforce","8b95f44e-5db8-4170-be6b-08daa82aeb79","0","","","b26a5770-0c38-434a-9380-3a3c2c27bbb3","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email reported by user as malware or phish","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email reported by user as malware or phish","True","0.20 (15.0.0.0)","Email reported by user as malware or phish","CN=Email reported by user as malware or phish,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:31","2022-10-06 23:12:31","2022-10-07 06:12:31","2022-10-07 06:12:31","b26a5770-0c38-434a-9380-3a3c2c27bbb3","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"RetentionAutoLabelSimulationCompletion",,"True","TenantAdmins","Low",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","a8f4ff90-ee7d-4813-a629-42c9db2204dd","0","AuditAlerting","404fd903-ef34-43df-8362-ac45c1bb2a1c","Retention auto-labeling policy simulation has been completed. -V1.0.0.0","False","Enforce","a7e9f2ab-f2b3-478f-e1f4-08daa82ae938","0","","","a8f4ff90-ee7d-4813-a629-42c9db2204dd","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Retention Auto-labeling Policy Simulation Completed","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Retention Auto-labeling Policy Simulation Completed","True","0.20 (15.0.0.0)","Retention Auto-labeling Policy Simulation Completed","CN=Retention Auto-labeling Policy Simulation Completed,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:28","2022-10-06 23:12:28","2022-10-07 06:12:28","2022-10-07 06:12:28","a8f4ff90-ee7d-4813-a629-42c9db2204dd","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Activity.AirItemType -eq 'Email'","AirManualInvestigation",,"False","TenantAdmins","Informational",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","cfb0af3a-7410-445c-a872-45f95c45f0de","0","AuditAlerting","8aa5392e-0533-4a43-9952-b25fcea4af4b","This alert is triggered because an admin triggered manual investigation of an Email from explorer -V1.0.0.0","False","Enforce","04eec473-0129-4c55-2994-08daa82ae8b8","0","","","cfb0af3a-7410-445c-a872-45f95c45f0de","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Admin triggered manual investigation of email","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Admin triggered manual investigation of email","True","0.20 (15.0.0.0)","Admin triggered manual investigation of email","CN=Admin triggered manual investigation of email,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:27","2022-10-06 23:12:27","2022-10-07 06:12:27","2022-10-07 06:12:27","cfb0af3a-7410-445c-a872-45f95c45f0de","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"eDiscoverySearchStartedOrExported",,"True","TenantAdmins","Informational",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","6fdc5710-3998-47f0-afbb-57cefd7378ae","0","AuditAlerting","f39d84d4-568b-47d2-8f6d-b4ae9d4aba97","The alert is triggered when users start content searches or eDiscovery searches or when search results are downloaded or exported -V1.0.0.1","False","Enforce","bc5638f7-dba6-45e9-f587-08daa82aef94","0","","","6fdc5710-3998-47f0-afbb-57cefd7378ae","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/eDiscovery search started or exported","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/eDiscovery search started or exported","True","0.20 (15.0.0.0)","eDiscovery search started or exported","CN=eDiscovery search started or exported,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:38","2022-10-06 23:12:38","2022-10-07 06:12:38","2022-10-07 06:12:38","6fdc5710-3998-47f0-afbb-57cefd7378ae","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"QuarantineRequestReleaseMessage",,"True","TenantAdmins","Informational",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","34116cef-7761-4cdf-a30b-5aa944d93d74","0","AuditAlerting","c633eeaf-090e-4dc2-ad59-770158128390","A user has requested to release an email from quarantine. -V1.0.0.1","False","Enforce","80b2315b-c8bc-41db-a84e-08daa82aeeb9","0","","","34116cef-7761-4cdf-a30b-5aa944d93d74","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/User requested to release a quarantined message","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/User requested to release a quarantined message","True","0.20 (15.0.0.0)","User requested to release a quarantined message","CN=User requested to release a quarantined message,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:37","2022-10-06 23:12:37","2022-10-07 06:12:37","2022-10-07 06:12:37","34116cef-7761-4cdf-a30b-5aa944d93d74","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"(Mail.IsMailZAPSuccessful -eq 1) -and Mail.IsSystemZappedByFiles -eq 1 -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'PhishEdu')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'SecOps')) -and (-not (Mail.TenantPolicyFinalVerdictSource -eq 'ThirdPartyFiltering')) -and (Mail.IsCampaignZapped -ne 1)",,,"False","TenantAdmins","Informational",,,,,"False",,"Mail","Malicious",,,,,,"Protection","ProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","4b1820ec-39dc-45f3-abf6-5ee80df51fd2","0","AuditAlerting","c056ed0c-0a2c-4c2f-989e-c32681100d63","Emails with malicious file that were delivered and later removed -V1.0.0.3","False","Enforce","1a44e42e-1cd5-47ee-9493-08db616c8c2a","0","","","4b1820ec-39dc-45f3-abf6-5ee80df51fd2","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email messages containing malicious file removed after delivery​","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Email messages containing malicious file removed after delivery​","True","0.20 (15.0.0.0)","Email messages containing malicious file removed after delivery​","CN=Email messages containing malicious file removed after delivery​,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2023-05-30 17:18:23","2023-05-30 17:18:23","2023-05-31 00:18:23","2023-05-31 00:18:23","4b1820ec-39dc-45f3-abf6-5ee80df51fd2","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"NoisyAlertPolicy","NoisyAlertPolicy","True","TenantAdmins","High",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","Others","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","22847b42-7f1e-40b7-a81a-5f134946c52d","0","AuditAlerting","688fc22e-2627-4f39-85d0-4b700048dbbb","This alert is triggered when the noisy policy cross the threshold value and it is being throttled. -V1.0.0.1","False","Enforce","69e3ce91-65c4-47b3-c57b-08ddc0004d76","0","","","22847b42-7f1e-40b7-a81a-5f134946c52d","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Noisy Alert Policy Throttled","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Noisy Alert Policy Throttled","True","0.20 (15.0.0.0)","Noisy Alert Policy Throttled","CN=Noisy Alert Policy Throttled,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2025-07-10 15:22:48","2025-07-10 15:22:48","2025-07-10 22:22:48","2025-07-10 22:22:48","22847b42-7f1e-40b7-a81a-5f134946c52d","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Activity.SubmissionType -eq 'TeamsCallNotSecurityRisk'","UserSubmission",,"False","TenantAdmins","Low",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","329e7f8b-7d02-449b-80ac-64c8dfdf652b","0","AuditAlerting","2e409635-acd7-44a3-b2c3-ecd4fa1e3a64","This alert is triggered when any Teams call is reported as not security risk by users -V1.0.0.0","False","Enforce","0f3aaaa8-2aa8-401d-2144-08de91324d60","0","","","329e7f8b-7d02-449b-80ac-64c8dfdf652b","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Teams call reported by user as not security risk","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Teams call reported by user as not security risk","True","0.20 (15.0.0.0)","Teams call reported by user as not security risk","CN=Teams call reported by user as not security risk,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2026-04-02 20:37:16","2026-04-02 20:37:16","2026-04-03 03:37:16","2026-04-03 03:37:16","329e7f8b-7d02-449b-80ac-64c8dfdf652b","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
"Activity.Operation -eq 'MSTICNationStateNotification'","MSTICNationStateNotification",,"True","TenantAdmins","High",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","3b3085a4-553a-4b61-bbf1-691fa4e0bf76","0","AuditAlerting","3942e844-78a9-4110-9f47-9f6c1e1d1c99","Microsoft Threat Intelligence Center detected an attempt to compromise accounts from your tenant. -V1.0.0.0","False","Enforce","cde26c27-9b6d-4888-cf4e-08daa82aed26","0","","","3b3085a4-553a-4b61-bbf1-691fa4e0bf76","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Potential Nation-State Activity","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Potential Nation-State Activity","True","0.20 (15.0.0.0)","Potential Nation-State Activity","CN=Potential Nation-State Activity,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:34","2022-10-06 23:12:34","2022-10-07 06:12:34","2022-10-07 06:12:34","3b3085a4-553a-4b61-bbf1-691fa4e0bf76","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
,"AdminSubmission",,"True","TenantAdmins","Informational",,,,,"False",,"Activity","Activity",,,,,,"Activity","AuditProtectionAlert",,,,,,"None","ThreatManagement","True",,,,,,,"00000000-0000-0000-0000-000000000000","False",,"","ae9b83dd-6039-4ea9-b675-6b0ac3bf4a41","0","AuditAlerting","8d56b699-74c1-499f-b0cf-bd11fb5f83f4","This alert is triggered once the admin submission result is generated or updated. -V1.0.0.2","False","Enforce","24abb0a2-7ea0-4e0d-3b98-08daa82aea65","0","","","ae9b83dd-6039-4ea9-b675-6b0ac3bf4a41","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Admin Submission Result Completed","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration/Admin Submission Result Completed","True","0.20 (15.0.0.0)","Admin Submission Result Completed","CN=Admin Submission Result Completed,CN=Configuration,CN=f00ed340-8f84-4eb4-83f3-0075a22b262e,OU=Microsoft Exchange Hosted Organizations,DC=FFO,DC=extest,DC=microsoft,DC=com",,"msExchUnifiedRule","2022-10-06 23:12:30","2022-10-06 23:12:30","2022-10-07 06:12:30","2022-10-07 06:12:30","ae9b83dd-6039-4ea9-b675-6b0ac3bf4a41","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e","FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e - FFO.extest.microsoft.com/Microsoft Exchange Hosted Organizations/f00ed340-8f84-4eb4-83f3-0075a22b262e/Configuration","","New"
