DisplayName,CreatedDateTime,AccountEnabled,AppRoleAssignmentRequired,TagList,ReplyUrls,ServicePrincipalType,Id
Microsoft Teams Admin Portal Service,2024-12-06T17:19:11Z,TRUE,FALSE,disableLegacyUserImpersonationResource,"https://admin-tdf.teams.microsoft.com,https://admin-tdf.teams.microsoft.com/error,https://admin-tdf.teams.microsoft.com/signin-oidc,https://admin-tdf.teams.microsoft.com/service-robert5,https://admin-tdf.teams.microsoft.com/index_adalredirect.html,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com/error,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com/signin-oidc,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com/service-robert5,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com/index_adalredirect,https://admin-tdf.teams.microsoft.com/index_msalredirect_aobo.html,https://admin-tdf.teams.microsoft.com/index_msalredirect.html,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com/index_msalredirect_aobo.html,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com/index_msalredirect.html,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com/index_redirect.html,https://dns-itpro-tams-cace-tdf-01.canadacentral.cloudapp.azure.com/index_redirect_aobo.html,https://admin-tdf.teams.microsoft.com/index_redirect.html,https://admin-tdf.teams.microsoft.com/index_redirect_aobo.html,https://dns-itpro-tams-uswe-prod-azsc.westus.cloudapp.azure.com:20443/index_redirect_aobo.html,https://dns-itpro-tams-uswe-prod-azsc.westus.cloudapp.azure.com:20443/index_redirect.html,https://dns-itpro-tams-usea-prod-azsc.eastus.cloudapp.azure.com:20443/index_redirect_aobo.html,https://dns-itpro-tams-usea-prod-azsc.eastus.cloudapp.azure.com:20443/index_redirect.html,https://dns-itpro-tams-jpwe-prod-azsc.japanwest.cloudapp.azure.com:20443/index_redirect_aobo.html,https://dns-itpro-tams-jpwe-prod-azsc.japanwest.cloudapp.azure.com:20443/index_redirect.html,https://dns-itpro-tams-jpea-prod-azsc.japaneast.cloudapp.azure.com:20443/index_redirect_aobo.html,https://dns-itpro-tams-jpea-prod-azsc.japaneast.cloudapp.azure.com:20443/index_redirect.html,https://dns-itpro-tams-euwe-prod-azsc.westeurope.cloudapp.azure.com:20443/index_redirect_aobo.html,https://dns-itpro-tams-euwe-prod-azsc.westeurope.cloudapp.azure.com:20443/index_redirect.html,https://dns-itpro-tams-euno-prod-azsc.northeurope.cloudapp.azure.com:20443/index_redirect.html,https://dns-itpro-tams-euno-prod-azsc.northeurope.cloudapp.azure.com:20443/index_redirect_aobo.html,https://teams-adminportal-tams-service.centralus.teams-adminportal-tams.centralus-prod.cosmic.office.net/index_redirect_aobo.html,https://teams-adminportal-tams-service.centralus.teams-adminportal-tams.centralus-prod.cosmic.office.net/index_redirect.html,https://tams.cosmic.msit.trafficmanager.net/index_redirect_aobo.html,https://tams.cosmic.msit.trafficmanager.net/index_redirect.html,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/index_redirect_aobo.html,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/index_redirect.html,https://teams-adminportal-tams-service.dogfood-usea.teams-adminportal-tams.eastus-msit.cosmic.office.net/index_redirect.html,https://teams-adminportal-tams-service.dogfood-usea.teams-adminportal-tams.eastus-msit.cosmic.office.net/index_redirect_aobo.html,https://teams-adminportal-tams-service.dogfood-uswe.teams-adminportal-tams.westus-msit.cosmic.office.net/index_redirect.html,https://teams-adminportal-tams-service.dogfood-uswe.teams-adminportal-tams.westus-msit.cosmic.office.net/index_redirect_aobo.html,https://admin-local-bootstrap.teams.microsoft.net/index_redirect_aobo.html,https://admin-local.teams.microsoft.net/index_redirect_aobo.html,https://admin-dev.teams.microsoft.net/index_redirect_aobo.html,https://admin-int.teams.microsoft.net/index_redirect_aobo.html,https://admin.teams.microsoft.com/index_redirect_aobo.html,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443/index_redirect_aobo.html,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443/index_redirect_aobo.html,https://admin-dogfood.teams.microsoft.com/index_redirect_aobo.html,https://admin.gov.teams.microsoft.us/index_redirect_aobo.html,https://admin.dod.teams.microsoft.us/index_redirect_aobo.html,https://dns-itpro-tamsa-ip-jpea-prod.japaneast.cloudapp.azure.com:20443/index_redirect_aobo.html,https://dns-itpro-tamsa-ip-jpwe-prod.japanwest.cloudapp.azure.com:20443/index_redirect_aobo.html,https://dns-itpro-tamsa-ip-jpwe-prod.japanwest.cloudapp.azure.com:20443/index_redirect.html,https://dns-itpro-tamsa-ip-jpea-prod.japaneast.cloudapp.azure.com:20443/index_redirect.html,https://admin.dod.teams.microsoft.us/index_redirect.html,https://admin.gov.teams.microsoft.us/index_redirect.html,https://admin-dogfood.teams.microsoft.com/index_redirect.html,https://itpro-tams-poola-ip-asea-prod.teams.microsoft.com:20443/index_redirect.html,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443/index_redirect.html,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443/index_redirect.html,https://admin.teams.microsoft.com/index_redirect.html,https://admin-int.teams.microsoft.net/index_redirect.html,https://admin-dev.teams.microsoft.net/index_redirect.html,https://admin-local.teams.microsoft.net/index_redirect.html,https://admin-local-bootstrap.teams.microsoft.net/index_redirect.html,https://admin-dogfood.teams.microsoft.com/error,https://admin-dogfood.teams.microsoft.com/service-robert5,https://admin-dogfood.teams.microsoft.com/index_adalredirect.html,https://admin-dogfood.teams.microsoft.com/signin-oidc,https://admin-dogfood.teams.microsoft.com,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443/error,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443/signin-oidc,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443/service-robert5,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443/index_adalredirect.html,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443/error,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443/signin-oidc,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443/service-robert5,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443/index_adalredirect.html,https://admin.dod.teams.microsoft.us/turner,https://admin.dod.teams.microsoft.us,https://admin.dod.teams.microsoft.us/error,https://admin.dod.teams.microsoft.us/service-robert5,https://admin.dod.teams.microsoft.us/index,https://admin.dod.teams.microsoft.us/signin-oidc,https://admin.dod.teams.microsoft.us/index_adalredirect.html,https://admin.gov.teams.microsoft.us,https://admin.gov.teams.microsoft.us/error,https://admin.gov.teams.microsoft.us/signin-oidc,https://admin.gov.teams.microsoft.us/service-robert5,https://admin.gov.teams.microsoft.us/index_adalredirect.html,https://admin-local-bootstrap.teams.microsoft.net/index_msalredirect.html,https://admin-local-bootstrap.teams.microsoft.net/index_adalredirect.html,https://admin-local-bootstrap.teams.microsoft.net/service-robert5,https://admin-local-bootstrap.teams.microsoft.net/signin-oidc,https://admin-local-bootstrap.teams.microsoft.net/error,https://admin-local-bootstrap.teams.microsoft.net,https://admin-local.teams.microsoft.net/index_msalredirect.html,https://admin-local.teams.microsoft.net/index_adalredirect.html,https://admin-local.teams.microsoft.net/service-robert5,https://admin-local.teams.microsoft.net/signin-oidc,https://admin-local.teams.microsoft.net/error,https://admin-local.teams.microsoft.net,https://admin-dev.teams.microsoft.net/index_msalredirect.html,https://admin-dev.teams.microsoft.net/index_adalredirect.html,https://admin-dev.teams.microsoft.net/service-robert5,https://admin-dev.teams.microsoft.net/signin-oidc,https://admin-dev.teams.microsoft.net/error,https://admin-dev.teams.microsoft.net,https://admin-int.teams.microsoft.net/index_msalredirect.html,https://admin-int.teams.microsoft.net/index_adalredirect.html,https://admin-int.teams.microsoft.net/service-robert5,https://admin-int.teams.microsoft.net/signin-oidc,https://admin-int.teams.microsoft.net/error,https://admin-int.teams.microsoft.net,https://admin.teams.microsoft.com/index_msalredirect.html,https://admin.teams.microsoft.com/index_adalredirect.html,https://admin.teams.microsoft.com/service-robert5,https://admin.teams.microsoft.com/signin-oidc,https://admin.teams.microsoft.com/error,https://admin.teams.microsoft.com,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443/index_msalredirect.html,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443/index_msalredirect.html,https://itpro-tams-poola-ip-asea-prod.teams.microsoft.com:20443/index_msalredirect.html,https://admin-dogfood.teams.microsoft.com/index_msalredirect.html,https://admin.gov.teams.microsoft.us/index_msalredirect.html,https://admin.dod.teams.microsoft.us/index_msalredirect.html,https://dns-itpro-tamsa-ip-jpea-prod.japaneast.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tamsa-ip-jpea-prod.japaneast.cloudapp.azure.com:20443,https://dns-itpro-tamsa-ip-jpea-prod.japaneast.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tamsa-ip-jpea-prod.japaneast.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tamsa-ip-jpea-prod.japaneast.cloudapp.azure.com:20443/error,https://dns-itpro-tamsa-ip-jpwe-prod.japanwest.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tamsa-ip-jpwe-prod.japanwest.cloudapp.azure.com:20443,https://dns-itpro-tamsa-ip-jpwe-prod.japanwest.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tamsa-ip-jpwe-prod.japanwest.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tamsa-ip-jpwe-prod.japanwest.cloudapp.azure.com:20443/error,https://dns-itpro-tamsa-ip-jpwe-prod.japanwest.cloudapp.azure.com:20443/index_msalredirect_aobo.html,https://dns-itpro-tamsa-ip-jpea-prod.japaneast.cloudapp.azure.com:20443/index_msalredirect_aobo.html,https://admin.dod.teams.microsoft.us/index_msalredirect_aobo.html,https://admin.gov.teams.microsoft.us/index_msalredirect_aobo.html,https://admin-dogfood.teams.microsoft.com/index_msalredirect_aobo.html,https://itpro-tams-poola-ip-uswe-prod.teams.microsoft.com:20443/index_msalredirect_aobo.html,https://itpro-tams-poola-ip-usea-prod.teams.microsoft.com:20443/index_msalredirect_aobo.html,https://admin.teams.microsoft.com/index_msalredirect_aobo.html,https://admin-int.teams.microsoft.net/index_msalredirect_aobo.html,https://admin-dev.teams.microsoft.net/index_msalredirect_aobo.html,https://admin-local.teams.microsoft.net/index_msalredirect_aobo.html,https://admin-local-bootstrap.teams.microsoft.net/index_msalredirect_aobo.html,https://teams-adminportal-tams-service.dogfood-uswe.teams-adminportal-tams.westus-msit.cosmic.office.net/index_msalredirect_aobo.html,https://teams-adminportal-tams-service.dogfood-uswe.teams-adminportal-tams.westus-msit.cosmic.office.net/index_msalredirect.html,https://teams-adminportal-tams-service.dogfood-uswe.teams-adminportal-tams.westus-msit.cosmic.office.net/service-robert5,https://teams-adminportal-tams-service.dogfood-uswe.teams-adminportal-tams.westus-msit.cosmic.office.net/signin-oidc,https://teams-adminportal-tams-service.dogfood-uswe.teams-adminportal-tams.westus-msit.cosmic.office.net/error,https://teams-adminportal-tams-service.dogfood-uswe.teams-adminportal-tams.westus-msit.cosmic.office.net,https://teams-adminportal-tams-service.dogfood-usea.teams-adminportal-tams.eastus-msit.cosmic.office.net/index_msalredirect_aobo.html,https://teams-adminportal-tams-service.dogfood-usea.teams-adminportal-tams.eastus-msit.cosmic.office.net/index_msalredirect.html,https://teams-adminportal-tams-service.dogfood-usea.teams-adminportal-tams.eastus-msit.cosmic.office.net/service-robert5,https://teams-adminportal-tams-service.dogfood-usea.teams-adminportal-tams.eastus-msit.cosmic.office.net/signin-oidc,https://teams-adminportal-tams-service.dogfood-usea.teams-adminportal-tams.eastus-msit.cosmic.office.net/error,https://teams-adminportal-tams-service.dogfood-usea.teams-adminportal-tams.eastus-msit.cosmic.office.net,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/error,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/index_adalredirect.html,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tams-ip-euno-dev.northeurope.cloudapp.azure.com:20443/index_msalredirect_aobo.html,https://tams.cosmic.msit.trafficmanager.net,https://tams.cosmic.msit.trafficmanager.net/error,https://tams.cosmic.msit.trafficmanager.net/signin-oidc,https://tams.cosmic.msit.trafficmanager.net/service-robert5,https://tams.cosmic.msit.trafficmanager.net/index_msalredirect.html,https://tams.cosmic.msit.trafficmanager.net/index_msalredirect_aobo.html,https://teams-adminportal-tams-service.centralus.teams-adminportal-tams.centralus-prod.cosmic.office.net,https://teams-adminportal-tams-service.centralus.teams-adminportal-tams.centralus-prod.cosmic.office.net/error,https://teams-adminportal-tams-service.centralus.teams-adminportal-tams.centralus-prod.cosmic.office.net/signin-oidc,https://teams-adminportal-tams-service.centralus.teams-adminportal-tams.centralus-prod.cosmic.office.net/service-robert5,https://teams-adminportal-tams-service.centralus.teams-adminportal-tams.centralus-prod.cosmic.office.net/index_msalredirect.html,https://teams-adminportal-tams-service.centralus.teams-adminportal-tams.centralus-prod.cosmic.office.net/index_msalredirect_aobo.html,https://dns-itpro-tams-euno-prod-azsc.northeurope.cloudapp.azure.com:20443/index_msalredirect_aobo.html,https://dns-itpro-tams-euno-prod-azsc.northeurope.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tams-euno-prod-azsc.northeurope.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tams-euno-prod-azsc.northeurope.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tams-euno-prod-azsc.northeurope.cloudapp.azure.com:20443/error,https://dns-itpro-tams-euno-prod-azsc.northeurope.cloudapp.azure.com:20443,https://dns-itpro-tams-euwe-prod-azsc.westeurope.cloudapp.azure.com:20443,https://dns-itpro-tams-euwe-prod-azsc.westeurope.cloudapp.azure.com:20443/error,https://dns-itpro-tams-euwe-prod-azsc.westeurope.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tams-euwe-prod-azsc.westeurope.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tams-euwe-prod-azsc.westeurope.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tams-euwe-prod-azsc.westeurope.cloudapp.azure.com:20443/index_msalredirect_aobo.html,https://dns-itpro-tams-jpea-prod-azsc.japaneast.cloudapp.azure.com:20443,https://dns-itpro-tams-jpea-prod-azsc.japaneast.cloudapp.azure.com:20443/error,https://dns-itpro-tams-jpea-prod-azsc.japaneast.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tams-jpea-prod-azsc.japaneast.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tams-jpea-prod-azsc.japaneast.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tams-jpea-prod-azsc.japaneast.cloudapp.azure.com:20443/index_msalredirect_aobo.html,https://dns-itpro-tams-jpwe-prod-azsc.japanwest.cloudapp.azure.com:20443,https://dns-itpro-tams-jpwe-prod-azsc.japanwest.cloudapp.azure.com:20443/error,https://dns-itpro-tams-jpwe-prod-azsc.japanwest.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tams-jpwe-prod-azsc.japanwest.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tams-jpwe-prod-azsc.japanwest.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tams-jpwe-prod-azsc.japanwest.cloudapp.azure.com:20443/index_msalredirect_aobo.html,https://dns-itpro-tams-usea-prod-azsc.eastus.cloudapp.azure.com:20443,https://dns-itpro-tams-usea-prod-azsc.eastus.cloudapp.azure.com:20443/error,https://dns-itpro-tams-usea-prod-azsc.eastus.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tams-usea-prod-azsc.eastus.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tams-usea-prod-azsc.eastus.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tams-usea-prod-azsc.eastus.cloudapp.azure.com:20443/index_msalredirect_aobo.html,https://dns-itpro-tams-uswe-prod-azsc.westus.cloudapp.azure.com:20443,https://dns-itpro-tams-uswe-prod-azsc.westus.cloudapp.azure.com:20443/error,https://dns-itpro-tams-uswe-prod-azsc.westus.cloudapp.azure.com:20443/signin-oidc,https://dns-itpro-tams-uswe-prod-azsc.westus.cloudapp.azure.com:20443/service-robert5,https://dns-itpro-tams-uswe-prod-azsc.westus.cloudapp.azure.com:20443/index_msalredirect.html,https://dns-itpro-tams-uswe-prod-azsc.westus.cloudapp.azure.com:20443/index_msalredirect_aobo.html",Application,9aa696e0-4f5e-4f67-8746-a6ef7aca30c7
Microsoft Rights Management Services Default,2024-12-04T17:22:37Z,TRUE,FALSE,"GitCreatedApp,disableLegacyUserImpersonationResource,disableLegacyUserImpersonationClient",,Application,139c302b-bc28-4190-8e1f-69f236bbfd0e
Microsoft Office Licensing Service Agents,2024-11-30T14:55:39Z,TRUE,FALSE,,,Application,bcf5e453-cc32-4a1a-85f1-59248aad940f
Office365 Shell WCSS-Server Default,2024-05-12T02:58:08Z,TRUE,FALSE,"disableRequestingTenantedPassthroughTokens,disableAcceptingTenantedPassthroughTokens,disableLegacyUserImpersonationResource,disableLegacyUserImpersonationClient",,Application,75c4dead-55c3-4c6d-868c-d82b4b9366f2
Skype For Business Entitlement,2023-03-01T20:30:50Z,TRUE,FALSE,disableLegacyUserImpersonationClient,,Application,4c165d10-0027-48de-847b-374562b076a1
AAD Lifecycle Management,2022-02-28T12:55:23Z,TRUE,FALSE,,,Application,02984daf-00a2-40de-8129-778e00c540cf
My Apps,2022-02-28T12:55:23Z,TRUE,FALSE,,"https://myapplications.microsoft.com/blank.html,https://myapps.microsoft.com/blank.html,https://launcher.myapps.microsoft.com/morgan/passwordsso,https://myapplications.microsoft.com/morgan/signin-oidc,https://launcher.myapps.microsoft.com,https://launcher.myapps.microsoft.com/morgan/signin-oidc,https://myapps.microsoft.com,https://myapplications.microsoft.com,https://myapplications.azure.us,x-msauth-MyApplications://com.microsoft.MyApplications,msauth://com.myapps/e%2fwWXNjQurk5S5P0EkZaIvjcMps%3d",Application,501db161-ea43-471b-8067-b3f0eb725125
Azure AD Identity Governance - Entitlement Management,2022-02-28T12:55:22Z,TRUE,FALSE,,"https://myaccess.microsoft.com/,https://myaccess.microsoft.us/,https://myaccess.canary.microsoft.com",Application,838e3556-8121-4184-851e-0515ec6d32a7
Azure AD Identity Governance - Directory Management,2022-02-28T12:55:22Z,TRUE,FALSE,,,Application,1610045e-f206-4418-8457-0f361fc7f90c
Azure AD Identity Governance - SPO Management,2022-02-28T12:55:22Z,TRUE,FALSE,,,Application,4353af4d-0fcb-47e6-8e41-94a9ba74a85a
Azure AD Identity Governance Insights,2022-02-28T12:55:22Z,TRUE,FALSE,,"brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://rc.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://canary-ms.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://ms.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://preview.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://canary.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://aad.portal.azure.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://joseph2.microsoft.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://devicemanagement.microsoft.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://entra.microsoft.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://canary.entra.microsoft.com,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://intune.microsoft.com",Application,9591a9ab-3553-4044-86af-1bd63df104dd
AzureLockbox,2022-02-28T12:55:22Z,TRUE,FALSE,,"https://lockbox-sf-prod-cus.centralus.cloudapp.azure.com,https://lockbox-sf-prod-scus.southcentralus.cloudapp.azure.com",Application,929926ac-241c-4d9f-8f3a-f6c24c995536
AAD Terms Of Use,2022-02-28T12:55:22Z,TRUE,FALSE,,"https://tokenprovider.termsofuse.identitygovernance.azure.us,https://tokenprovider.termsofuse.identitygovernance.azure.com",Application,cb8d0d55-296d-4df4-8f32-965207bb5ba0
Azure AD Notification,2022-02-28T12:55:22Z,TRUE,FALSE,,"https://ww.notify.iga.azure.us/info,https://ww.notify.iga.azure.net/info,http://localhost,https://ww.notify.iga.azure.us,https://ww.notify.iga.azure.net",Application,4d1e4cd4-8444-48d3-8bbf-f982bfa54ea0
Azure Multi-Factor Auth Connector,2022-02-28T12:55:13Z,TRUE,FALSE,,,Application,7e31abd4-8505-4686-89d1-d73177b37248
